 
 
time,open,high,low,close,vol,quote.vol,taker.buy.base.vol,taker.buy.quote.vol,endtime,count,oi                                                                                                                
2024-03-14 09:41:00.000000000,778.5,778.5,778.5,778.5,15,0,2025,1650,2024-03-14 09:41:59.000000000,0,510
2024-03-14 09:42:00.000000000,778.5,778.5,778.5,778.5,15,0,2025,1200,2024-03-14 09:42:59.000000000,0,510
2024-03-14 09:43:00.000000000,778.5,778.5,778.5,778.5,15,0,1140,60,2024-03-14 09:43:59.000000000,0,510
2024-03-14 09:44:00.000000000,778.5,778.5,778.5,778.5,15,0,2025,1905,2024-03-14 09:44:59.000000000,0,510
2024-03-14 09:45:00.000000000,778.5,778.5,778.5,778.5,15,0,2010,2520,2024-03-14 09:45:59.000000000,0,510
2024-03-14 09:46:00.000000000,778.5,778.5,778.5,778.5,15,0,2895,2715,2024-03-14 09:46:59.000000000,0,510
2024-03-14 09:47:00.000000000,778.5,778.5,778.5,778.5,15,0,2895,1845,2024-03-14 09:47:59.000000000,0,510
2024-03-14 09:48:00.000000000,778.5,778.5,778.5,778.5,15,0,2895,2070,2024-03-14 09:48:59.000000000,0,510
2024-03-14 09:49:00.000000000,778.5,778.5,778.5,778.5,15,0,2895,1635,2024-03-14 09:49:59.000000000,0,510
2024-03-14 09:50:00.000000000,778.5,778.5,778.5,778.5,15,0,2895,1845,2024-03-14 09:50:59.000000000,0,510
2024-03-14 09:51:00.000000000,778.5,778.5,778.5,778.5,15,0,2670,2085,2024-03-14 09:51:59.000000000,0,510
2024-03-14 09:52:00.000000000,778.5,778.5,778.5,778.5,15,0,2670,1635,2024-03-14 09:52:59.000000000,0,510
2024-03-14 09:53:00.000000000,778.5,778.5,778.5,778.5,15,0,3120,1605,2024-03-14 09:53:59.000000000,0,510
2024-03-14 09:54:00.000000000,778.5,778.5,778.5,778.5,15,0,3120,1620,2024-03-14 09:54:59.000000000,0,510
2024-03-14 09:55:00.000000000,778.5,778.5,778.5,778.5,15,0,2010,2070,2024-03-14 09:55:59.000000000,0,510
2024-03-14 09:56:00.000000000,778.5,778.5,778.5,778.5,15,0,2895,1785,2024-03-14 09:56:59.000000000,0,510
2024-03-14 09:57:00.000000000,778.5,778.5,778.5,778.5,15,0,2235,1785,2024-03-14 09:57:59.000000000,0,510
2024-03-14 09:58:00.000000000,778.5,778.5,778.5,778.5,15,0,2895,1125,2024-03-14 09:58:59.000000000,0,510
2024-03-14 09:59:00.000000000,778.5,778.5,778.5,778.5,15,0,2670,1140,2024-03-14 09:59:59.000000000,0,510
2024-03-14 10:00:00.000000000,778.5,778.5,778.5,778.5,15,0,2445,1125,2024-03-14 10:00:59.000000000,0,510
2024-03-14 10:01:00.000000000,778.5,778.5,778.5,778.5,15,0,1995,2040,2024-03-14 10:01:59.000000000,0,510
2024-03-14 10:02:00.000000000,778.5,778.5,778.5,778.5,15,0,1770,2010,2024-03-14 10:02:59.000000000,0,510
2024-03-14 10:03:00.000000000,778.5,778.5,778.5,778.5,15,0,1995,1995,2024-03-14 10:03:59.000000000,0,510
2024-03-14 10:04:00.000000000,778.5,778.5,778.5,778.5,15,0,2220,1995,2024-03-14 10:04:59.000000000,0,510
2024-03-14 10:05:00.000000000,778.5,778.5,778.5,778.5,15,0,2445,1995,2024-03-14 10:05:59.000000000,0,510
2024-03-14 10:06:00.000000000,778.5,778.5,778.5,778.5,15,0,2445,1995,2024-03-14 10:06:59.000000000,0,510
2024-03-14 10:07:00.000000000,778.5,778.5,778.5,778.5,15,0,2445,2010,2024-03-14 10:07:59.000000000,0,510
2024-03-14 10:08:00.000000000,778.5,778.5,778.5,778.5,15,0,2895,2010,2024-03-14 10:08:59.000000000,0,510
2024-03-14 10:09:00.000000000,778.5,778.5,778.5,778.5,15,0,2670,2010,2024-03-14 10:09:59.000000000,0,510
2024-03-14 10:10:00.000000000,778.5,778.5,778.5,778.5,15,0,3120,1560,2024-03-14 10:10:59.000000000,0,510
2024-03-14 10:11:00.000000000,778.5,778.5,778.5,778.5,15,0,3120,2010,2024-03-14 10:11:59.000000000,0,510
2024-03-14 10:12:00.000000000,778.5,778.5,778.5,778.5,15,0,3120,1995,2024-03-14 10:12:59.000000000,0,510
2024-03-14 10:13:00.000000000,778.5,778.5,778.5,778.5,15,0,2445,2460,2024-03-14 10:13:59.000000000,0,510
2024-03-14 10:14:00.000000000,778.5,778.5,778.5,778.5,15,0,3120,1995,2024-03-14 10:14:59.000000000,0,510
2024-03-14 10:15:00.000000000,778.5,778.5,778.5,778.5,15,0,3120,1995,2024-03-14 10:15:59.000000000,0,510
2024-03-14 10:16:00.000000000,778.5,778.5,778.5,778.5,15,0,3120,2040,2024-03-14 10:16:59.000000000,0,510
2024-03-14 10:17:00.000000000,778.5,778.5,778.5,778.5,15,0,3120,2445,2024-03-14 10:17:59.000000000,0,510
2024-03-14 10:18:00.000000000,778.5,778.5,778.5,778.5,15,0,2895,1575,2024-03-14 10:18:59.000000000,0,510
2024-03-14 10:19:00.000000000,778.5,778.5,778.5,778.5,15,0,2895,1770,2024-03-14 10:19:59.000000000,0,510
2024-03-14 10:20:00.000000000,778.5,778.5,778.5,778.5,15,0,2895,1620,2024-03-14 10:20:59.000000000,0,510
2024-03-14 10:21:00.000000000,778.5,778.5,778.5,778.5,15,0,2895,1095,2024-03-14 10:21:59.000000000,0,510
2024-03-14 10:22:00.000000000,778.5,778.5,778.5,778.5,15,0,2670,1530,2024-03-14 10:22:59.000000000,0,510
2024-03-14 10:23:00.000000000,778.5,778.5,778.5,778.5,15,0,2895,2010,2024-03-14 10:23:59.000000000,0,510
2024-03-14 10:24:00.000000000,778.5,778.5,778.5,778.5,15,0,2670,1995,2024-03-14 10:24:59.000000000,0,510
2024-03-14 10:25:00.000000000,778.5,778.5,778.5,778.5,15,0,2895,1995,2024-03-14 10:25:59.000000000,0,510
2024-03-14 10:26:00.000000000,778.5,778.5,778.5,778.5,15,0,2895,1980,2024-03-14 10:26:59.000000000,0,510
2024-03-14 10:27:00.000000000,778.5,778.5,778.5,778.5,15,0,2895,2460,2024-03-14 10:27:59.000000000,0,510
2024-03-14 10:28:00.000000000,778.5,778.5,778.5,778.5,15,0,2670,2445,2024-03-14 10:28:59.000000000,0,510
2024-03-14 10:29:00.000000000,778.5,778.5,778.5,778.5,15,0,3120,885,2024-03-14 10:29:59.000000000,0,510
2024-03-14 10:30:00.000000000,778.5,778.5,778.5,778.5,15,0,2895,1320,2024-03-14 10:30:59.000000000,0,510
2024-03-14 10:31:00.000000000,778.5,778.5,778.5,778.5,15,0,3120,2445,2024-03-14 10:31:59.000000000,0,510
2024-03-14 10:32:00.000000000,778.5,778.5,778.5,778.5,15,0,3120,2460,2024-03-14 10:32:59.000000000,0,510
2024-03-14 10:33:00.000000000,778.5,778.5,778.5,778.5,15,0,2895,2205,2024-03-14 10:33:59.000000000,0,510
2024-03-14 10:34:00.000000000,778.5,823.1,778.5,823.1,15,0,2895,1095,2024-03-14 10:34:59.000000000,0,540
2024-03-14 10:35:00.000000000,823.1,823.1,823.1,823.1,15,15,2220,2430,2024-03-14 10:35:59.000000000,0,540
2024-03-14 10:36:00.000000000,823.1,823.1,823.1,823.1,15,0,3120,1980,2024-03-14 10:36:59.000000000,0,540
2024-03-14 10:37:00.000000000,823.1,823.1,823.1,823.1,15,0,2670,1980,2024-03-14 10:37:59.000000000,0,540
2024-03-14 10:38:00.000000000,823.1,823.1,823.1,823.1,15,0,2895,1530,2024-03-14 10:38:59.000000000,0,540
2024-03-14 10:39:00.000000000,823.1,823.1,823.1,823.1,15,0,2895,1425,2024-03-14 10:39:59.000000000,0,540
2024-03-14 10:40:00.000000000,823.1,823.1,823.1,823.1,15,0,3120,1080,2024-03-14 10:40:59.000000000,0,540
2024-03-14 10:41:00.000000000,823.1,900,823.1,900,15,30,3120,1050,2024-03-14 10:41:59.000000000,0,555
2024-03-14 10:42:00.000000000,900,900,900,900,15,0,1785,885,2024-03-14 10:42:59.000000000,0,555
2024-03-14 10:43:00.000000000,900,900,900,900,15,0,2895,1080,2024-03-14 10:43:59.000000000,0,555
2024-03-14 10:44:00.000000000,900,900,841.1,841.1,15,15,2670,315,2024-03-14 10:44:59.000000000,0,555
2024-03-14 10:45:00.000000000,841.1,841.1,841.1,841.1,15,0,2160,1215,2024-03-14 10:45:59.000000000,0,555
2024-03-14 10:46:00.000000000,841.1,841.1,841.1,841.1,15,0,1995,960,2024-03-14 10:46:59.000000000,0,555
2024-03-14 10:47:00.000000000,841.1,841.1,841.1,841.1,15,0,3045,1185,2024-03-14 10:47:59.000000000,0,555
2024-03-14 10:48:00.000000000,841.1,841.1,841.1,841.1,15,0,2820,510,2024-03-14 10:48:59.000000000,0,555
2024-03-14 10:49:00.000000000,841.1,841.1,841.1,841.1,15,0,2895,945,2024-03-14 10:49:59.000000000,0,555
2024-03-14 10:50:00.000000000,841.1,841.1,841.1,841.1,15,0,3015,495,2024-03-14 10:50:59.000000000,0,555
2024-03-14 10:51:00.000000000,841.1,841.1,841.1,841.1,15,0,2670,945,2024-03-14 10:51:59.000000000,0,555
2024-03-14 10:52:00.000000000,841.1,841.1,841.1,841.1,15,0,2895,1170,2024-03-14 10:52:59.000000000,0,555
2024-03-14 10:53:00.000000000,841.1,841.1,841.1,841.1,15,0,2895,510,2024-03-14 10:53:59.000000000,0,555
2024-03-14 10:54:00.000000000,841.1,841.1,841.1,841.1,15,0,2895,510,2024-03-14 10:54:59.000000000,0,555
